,noFace,Face,,Left eye,,Right eye ,,Left,Right,Up,Down,Face width:,,,,,,,,
capture_2020_07_24_18_01_42_012107,0,391,319,419,308,442,319,0,1,0,0,202,,0.6,0.722689076,0.668779715,0.745762712,0.698608964,0.802005013,0.424124514
capture_2020_07_24_18_01_42_012108,0,391,319,412,307,434,312,0,1,0,0,202,,0.6,0.722689076,0.657686212,0.743341404,0.686244204,0.784461153,0.424124514
capture_2020_07_24_18_01_42_012109,0,391,319,408,304,431,305,0,1,0,0,202,,0.6,0.722689076,0.651347068,0.736077482,0.681607419,0.766917293,0.424124514
capture_2020_07_24_18_01_42_012110,0,390,319,402,304,430,304,0,1,0,0,202,,0.598484848,0.722689076,0.641838352,0.736077482,0.680061824,0.764411028,0.424124514
capture_2020_07_24_18_01_42_012111,0,375,319,401,303,429,304,0,1,0,0,202,,0.575757576,0.722689076,0.640253566,0.733656174,0.678516229,0.764411028,0.424124514
capture_2020_07_24_18_01_42_012112,0,375,319,401,301,426,303,0,1,0,0,202,,0.575757576,0.722689076,0.640253566,0.728813559,0.673879444,0.761904762,0.424124514
capture_2020_07_24_18_01_42_012113,0,375,319,400,301,426,303,0,1,0,0,202,,0.575757576,0.722689076,0.63866878,0.728813559,0.673879444,0.761904762,0.424124514
capture_2020_07_24_18_01_42_012114,0,375,319,400,301,426,303,0,1,0,0,202,,0.575757576,0.722689076,0.63866878,0.728813559,0.673879444,0.761904762,0.424124514
capture_2020_07_24_18_01_42_012115,0,375,319,400,305,426,310,0,1,0,0,202,,0.575757576,0.722689076,0.63866878,0.738498789,0.673879444,0.779448622,0.424124514
capture_2020_07_24_18_01_42_012116,0,375,319,400,305,427,314,0,1,0,0,202,,0.575757576,0.722689076,0.63866878,0.738498789,0.675425039,0.789473684,0.424124514
